bowlertype,host_x,host_y,f_run_factor,f_wkt_factor,run_factor_a2h_rev,wkt_factor_a2h_rev
seam,India,Sri Lanka,1.0281201517633096,1.0223258126063435,1.008235085970397,1.0378077430822068
seam,India,United Arab Emirates,0.995779340621214,1.0164404605870232,0.9981974870029668,1.0298988755693232
seam,India,United States of America,0.9966754365588736,0.9967311300297009,0.9908249410642528,1.0136879099500733
seam,India,West Indies,1.0043710449723113,0.9478638615198524,1.0041673348286493,0.9848568592532554
seam,India,Zimbabwe,0.9900866031786325,0.9808541472542456,0.9733885344968741,0.9504840347993123
seam,Ireland,Australia,0.9830999868817692,1.2199562651318763,0.9907867965100212,1.008371270600028
seam,Ireland,Bangladesh,1.0159408142939605,1.1772629112241253,1.0338871394302898,0.9908474660281359
seam,Ireland,China,0.9885267863440895,1.1553947104247253,1.0081215084880886,1.0087586510068054
seam,Ireland,England,0.9755672286007346,1.215057758844505,0.9913615199178883,1.0011522354401527
seam,Ireland,India,0.9979020252037948,1.0776949261791469,0.9986957108525775,1.0192556236990342
seam,Ireland,Ireland,1.0,1.0,1.0144903735879418,0.842532933452385
seam,Ireland,Namibia,0.9771755638661824,1.2026379811249173,0.9768929266095063,1.046025182443246
seam,Ireland,Nepal,1.027453106918464,1.0920834047970807,1.0670292179157101,0.9179129799459311
seam,Ireland,Netherlands,0.9976631806523087,1.2066662676479505,1.0360195622565551,1.0470870968825925
seam,Ireland,New Zealand,0.9789131371684987,1.1886744779802365,0.9978366506731261,0.965452245898266
seam,Ireland,Oman,0.9760221820098728,1.1487627215680285,0.9578680355203469,1.0261251899905373
seam,Ireland,Pakistan,0.9840743682822602,1.1781965984424863,0.9896872015770026,0.9844212702619829
seam,Ireland,Scotland,1.000648693154538,1.1574523842734805,1.0380583166694959,0.9466457379679639
seam,Ireland,Singapore,0.9975213907228887,1.1029905459883227,0.9947040762043423,0.9665498029062023
seam,Ireland,South Africa,0.9774850662420702,1.2151661989229734,1.0002770710253932,1.007950069506295
seam,Ireland,Sri Lanka,0.9985414751037642,1.2040317859444283,1.008235085970397,1.0378077430822068
seam,Ireland,United Arab Emirates,0.9945774307261922,1.1852012709801674,0.9981974870029668,1.0298988755693232
seam,Ireland,United States of America,0.9831825902712897,1.117843949634286,0.9908249410642528,1.0136879099500733
seam,Ireland,West Indies,0.9940283916820728,1.1003543675454794,1.0041673348286493,0.9848568592532554
seam,Ireland,Zimbabwe,0.9687103133034917,1.1889053307481128,0.9733885344968741,0.9504840347993123
seam,Namibia,Australia,1.0143328372873508,0.9850524565238734,0.9907867965100212,1.008371270600028
