ballsremaining,wickets,wkt_value_sum_smooth
31,8,9.63561382308015
30,8,9.334395604321998
29,8,9.036471524367244
28,8,8.74143163753007
27,8,8.448904732170405
26,8,8.1585588848275
25,8,7.87010201435433
24,8,7.583282436051661
23,8,7.297889415801876
22,8,7.013753724203312
21,8,6.730748190704162
20,8,6.448788257736709
19,8,6.167832534851215
18,8,5.887883352850054
17,8,5.608987317921874
16,8,5.331235865775653
15,8,5.054765815774559
14,8,4.779759925070337
13,8,4.506447442737212
12,8,4.235104663905901
11,8,3.966055483897847
10,8,3.699671952359168
9,8,3.4363748273947574
8,8,3.1766341297024496
7,8,2.9209696967068908
6,8,2.669951736693889
5,8,2.424201382944148
4,8,2.18439124786768
3,8,1.9512459771376456
2,8,1.7255428038245526
1,8,1.5081121025301911
42,9,11.658599184129372
41,9,11.13732276191061
40,9,10.637933774307813
39,9,10.159271538642344
38,9,9.700210717435
37,9,9.259661872539963
36,9,8.836572019278634
35,9,8.429925180573917
34,9,8.03874294108411
33,9,7.662085001337488
32,9,7.299049731865722
31,9,6.948774727338133
30,9,6.610437360696068
29,9,6.283255337286676
28,9,5.966487248997112
27,9,5.659433128388429
26,9,5.361435002830035
25,9,5.071877448633302
24,9,4.790188145185908
23,9,4.515838429085875
22,9,4.248343848275624
21,9,3.9872647161760426
20,9,3.7322066658205415
19,9,3.482821203989204
18,9,3.238806265342617
17,9,2.9999067665564496
16,9,2.765915160454909
15,9,2.536671990145237
14,9,2.3120664431515934
13,9,2.092036905549264
12,9,1.876571516098494
11,9,1.665708720379058
10,9,1.4595378249235864
9,9,1.258199551352334
8,9,1.0618865905068446
7,9,0.8708441565841838
6,9,0.6853705412709132
5,9,0.5058176678773236
4,9,0.3325916454712967
3,9,0.166153323012594
2,9,0.0070188434868043
1,9,0.0
